index,year,oscars_held,category,name,film_title,character_name,honorary_statement,description,note,act_dir,winner_type
713,1957,30,SCIENTIFIC OR TECHNICAL AWARD (Class I),,,,To the TODD-AO CORP. and WESTREX CORP. for developing a method of producing and exhibiting wide-film motion pictures known as the Todd-AO System.,,,False,Single Winner
714,1957,30,SCIENTIFIC OR TECHNICAL AWARD (Class II),,,,To the SOCIÉTÉ D'OPTIQUE ET DE MECANIQUE DE HAUTE PRECISION for the development of a high speed vari-focal photographic lens.,,,False,Single Winner
715,1957,30,SCIENTIFIC OR TECHNICAL AWARD (Class III),,,,"To CHARLES E. SUTTER, WILLIAM B. SMITH, PARAMOUNT PICTURES CORP. and GENERAL CABLE CORP. for the engineering and application to studio use of aluminum lightweight electrical cable and connectors.",,,False,Single Winner
716,1957,30,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",Birds Anonymous,,,,,False,Single Winner
717,1957,30,SHORT SUBJECT (Live Action),"Larry Lansburgh, Producer",The Wetback Hound,,,,,False,Single Winner
718,1957,30,SOUND RECORDING,"Warner Bros. Studio Sound Department, George Groves, Sound Director",Sayonara,,,,,False,Single Winner
719,1957,30,SPECIAL EFFECTS,Audible Effects by Walter Rossi,The Enemy Below,,,,,False,Single Winner
720,1957,30,WRITING (Screenplay--based on material from another medium),"Michael Wilson, Carl Foreman, Pierre Boulle",The Bridge on the River Kwai,,,,"Though Pierre Boulle received official screen credit, it was commonly known that blacklisted writers, Michael Wilson and Carl Foreman, wrote the screenplay based on Mr. Boulle's novel (translated from the French).  The Board of Governors, on December 11, 1984, voted posthumous Oscars to Wilson and Foreman and Academy records have been updated.",False,Single Winner
721,1957,30,WRITING (Story and Screenplay--written directly for the screen),George Wells,Designing Woman,,,,,True,Single Winner
722,1958,31,ACTOR,David Niven,Separate Tables,Major Pollock,,,,True,Single Winner
723,1958,31,ACTOR IN A SUPPORTING ROLE,Burl Ives,The Big Country,Rufus Hannassey,,,,True,Single Winner
724,1958,31,ACTRESS,Susan Hayward,I Want to Live!,Barbara Graham,,,,True,Single Winner
725,1958,31,ACTRESS IN A SUPPORTING ROLE,Wendy Hiller,Separate Tables,Pat Cooper,,,,True,Single Winner
726,1958,31,ART DIRECTION,"Art Direction:  William A. Horning, Preston Ames;  Set Decoration:  Henry Grace, Keogh Gleason",Gigi,,,,,True,Single Winner
727,1958,31,BEST MOTION PICTURE,"Arthur Freed, Producer",Gigi,,,,,False,Single Winner
728,1958,31,CINEMATOGRAPHY (Black-and-White),Sam Leavitt,The Defiant Ones,,,,,False,Single Winner
729,1958,31,CINEMATOGRAPHY (Color),Joseph Ruttenberg,Gigi,,,,,False,Single Winner
730,1958,31,COSTUME DESIGN,Cecil Beaton,Gigi,,,,,False,Single Winner
731,1958,31,DIRECTING,Vincente Minnelli,Gigi,,,,,True,Single Winner
732,1958,31,DOCUMENTARY (Feature),"Ben Sharpsteen, Producer",White Wilderness,,,,,False,Single Winner
733,1958,31,DOCUMENTARY (Short Subject),"Ben Sharpsteen, Producer",Ama Girls,,,,,False,Single Winner
734,1958,31,FILM EDITING,Adrienne Fazan,Gigi,,,,,False,Single Winner
735,1958,31,FOREIGN LANGUAGE FILM,France,My Uncle,,,,,False,Single Winner
736,1958,31,HONORARY AWARD,,,,To Maurice Chevalier for his contributions to the world of entertainment for more than half a century.,,,False,Single Winner
737,1958,31,IRVING G. THALBERG MEMORIAL AWARD,Jack L. Warner,,,,,,False,Single Winner
738,1958,31,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,The Old Man and the Sea,,,,,False,Single Winner
739,1958,31,MUSIC (Scoring of a Musical Picture),Andre Previn,Gigi,,,,,False,Single Winner
740,1958,31,MUSIC (Song),Music by Frederick Loewe; Lyrics by Alan Jay Lerner,Gigi,,,,,False,Single Winner
741,1958,31,SCIENTIFIC OR TECHNICAL AWARD (Class II),,,,"To DON W. PRIDEAUX, LEROY G. LEIGHTON and the LAMP DIVISION OF GENERAL ELECTRIC CO. for the development and production of an improved 10 kilowatt lamp for motion picture set lighting.",,,False,Single Winner
742,1958,31,SCIENTIFIC OR TECHNICAL AWARD (Class III),,,,"To WILLY BORBERG of the General Precision Laboratory, Inc., for the development of a high speed intermittent movement for 35mm motion picture theatre projection equipment.",,,False,Single Winner
743,1958,31,SHORT SUBJECT (Cartoon),"John W. Burton, Producer",Knighty Knight Bugs,,,,,False,Single Winner
744,1958,31,SHORT SUBJECT (Live Action),"Walt Disney, Producer",Grand Canyon,,,,,False,Single Winner
745,1958,31,SOUND,"Todd-AO Sound Department, Fred Hynes, Sound Director",South Pacific,,,,,False,Single Winner
746,1958,31,SPECIAL EFFECTS,Visual Effects by Tom Howard,tom thumb,,,,,False,Single Winner
747,1958,31,WRITING (Screenplay--based on material from another medium),Alan Jay Lerner,Gigi,,,,,False,Single Winner
748,1958,31,WRITING (Story and Screenplay--written directly for the screen),"Nedrick Young, Harold Jacob Smith",The Defiant Ones,,,,"Upon request of his widow and upon recommendation of the Writers Branch Executive Committee, the Board of Governors voted on June 22, 1993, to restore the name of Nedrick Young to the nominations and award presented to Nathan E. Douglas (Mr. Young's pseudonym during the blacklisting period).",True,Single Winner
749,1959,32,ACTOR,Charlton Heston,Ben-Hur,Judah Ben-Hur,,,,True,Single Winner
750,1959,32,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Ben-Hur,Sheik Ilderim,,,,True,Single Winner
751,1959,32,ACTRESS,Simone Signoret,Room at the Top,Alice Aisgill,,,,True,Single Winner
752,1959,32,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,The Diary of Anne Frank,Mrs. Van Daan,,,,True,Single Winner
753,1959,32,ART DIRECTION (Black-and-White),"Art Direction:  Lyle R. Wheeler, George W. Davis;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",The Diary of Anne Frank,,,,,True,Single Winner
754,1959,32,ART DIRECTION (Color),"Art Direction:  William A. Horning, Edward Carfagno;  Set Decoration:  Hugh Hunt",Ben-Hur,,,,,True,Single Winner
755,1959,32,BEST MOTION PICTURE,"Sam Zimbalist, Producer",Ben-Hur,,,,,False,Single Winner
756,1959,32,CINEMATOGRAPHY (Black-and-White),William C. Mellor,The Diary of Anne Frank,,,,,False,Single Winner
757,1959,32,CINEMATOGRAPHY (Color),Robert L. Surtees,Ben-Hur,,,,,False,Single Winner
758,1959,32,COSTUME DESIGN (Black-and-White),Orry-Kelly,Some Like It Hot,,,,,False,Single Winner
759,1959,32,COSTUME DESIGN (Color),Elizabeth Haffenden,Ben-Hur,,,,,False,Single Winner
760,1959,32,DIRECTING,William Wyler,Ben-Hur,,,,,True,Single Winner
761,1959,32,DOCUMENTARY (Feature),"Bernhard Grzimek, Producer",Serengeti Shall Not Die,,,,,False,Single Winner
762,1959,32,DOCUMENTARY (Short Subject),"Bert Haanstra, Producer",Glass,,,,,False,Single Winner
763,1959,32,FILM EDITING,"Ralph E. Winters, John D. Dunning",Ben-Hur,,,,,False,Single Winner
764,1959,32,FOREIGN LANGUAGE FILM,France,Black Orpheus,,,,,False,Single Winner
765,1959,32,HONORARY AWARD,,,,To Lee De Forest for his pioneering inventions which brought sound to the motion picture.,,,False,Single Winner
766,1959,32,JEAN HERSHOLT HUMANITARIAN AWARD,Bob Hope,,,,,,False,Single Winner
767,1959,32,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,Ben-Hur,,,,,False,Single Winner
768,1959,32,MUSIC (Scoring of a Musical Picture),"Andre Previn, Ken Darby",Porgy and Bess,,,,,False,Single Winner
769,1959,32,MUSIC (Song),Music by James Van Heusen; Lyrics by Sammy Cahn,A Hole in the Head,,,,,False,Single Winner
770,1959,32,SCIENTIFIC OR TECHNICAL AWARD (Class II),,,,"To DOUGLAS G. SHEARER of Metro-Goldwyn-Mayer, Inc., and ROBERT E. GOTTSCHALK and JOHN R. MOORE of Panavision, Inc., for the development of a system of producing and exhibiting wide-film motion pictures known as Camera 65.",,,False,Single Winner
771,1959,32,SCIENTIFIC OR TECHNICAL AWARD (Class III),,,,To UB IWERKS of Walt Disney Prods. for the design of an improved optical printer for special effects and matte shots.,,,False,Single Winner
772,1959,32,SHORT SUBJECT (Cartoon),"John Hubley, Producer",Moonbird,,,,,False,Single Winner
773,1959,32,SHORT SUBJECT (Live Action),"Jacques-Yves Cousteau, Producer",The Golden Fish,,,,,False,Single Winner
774,1959,32,SOUND,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",Ben-Hur,,,,,False,Single Winner
775,1959,32,SPECIAL EFFECTS,"Visual Effects by A. Arnold Gillespie, Robert MacDonald; Audible Effects by Milo Lory",Ben-Hur,,,,,False,Single Winner
776,1959,32,WRITING (Screenplay--based on material from another medium),Neil Paterson,Room at the Top,,,,,False,Single Winner
777,1959,32,WRITING (Story and Screenplay--written directly for the screen),"Story by Russell Rouse, Clarence Greene;  Screenplay by Stanley Shapiro, Maurice Richlin",Pillow Talk,,,,,True,Single Winner
778,1960,33,ACTOR,Burt Lancaster,Elmer Gantry,Elmer Gantry,,,,True,Single Winner
779,1960,33,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Spartacus,Batiatus,,,,True,Single Winner
780,1960,33,ACTRESS,Elizabeth Taylor,Butterfield 8,Gloria Wandrous,,,,True,Single Winner
781,1960,33,ACTRESS IN A SUPPORTING ROLE,Shirley Jones,Elmer Gantry,Lulu Bains,,,,True,Single Winner
782,1960,33,ART DIRECTION (Black-and-White),Art Direction:  Alexander Trauner;  Set Decoration:  Edward G. Boyle,The Apartment,,,,,True,Single Winner
783,1960,33,ART DIRECTION (Color),"Art Direction:  Alexander Golitzen, Eric Orbom;  Set Decoration:  Russell A. Gausman, Julia Heron",Spartacus,,,,,True,Single Winner
784,1960,33,BEST MOTION PICTURE,"Billy Wilder, Producer",The Apartment,,,,,False,Single Winner
785,1960,33,CINEMATOGRAPHY (Black-and-White),Freddie Francis,Sons and Lovers,,,,,False,Single Winner
786,1960,33,CINEMATOGRAPHY (Color),Russell Metty,Spartacus,,,,,False,Single Winner
787,1960,33,COSTUME DESIGN (Black-and-White),"Edith Head, Edward Stevenson",The Facts of Life,,,,,False,Single Winner
788,1960,33,COSTUME DESIGN (Color),"Valles, Bill Thomas",Spartacus,,,,,False,Single Winner
789,1960,33,DIRECTING,Billy Wilder,The Apartment,,,,,True,Single Winner
790,1960,33,DOCUMENTARY (Feature),"Larry Lansburgh, Producer",The Horse with the Flying Tail,,,,,False,Single Winner
791,1960,33,DOCUMENTARY (Short Subject),"James Hill, Producer",Giuseppina,,,,,False,Single Winner
792,1960,33,FILM EDITING,Daniel Mandell,The Apartment,,,,,False,Single Winner
793,1960,33,FOREIGN LANGUAGE FILM,Sweden,The Virgin Spring,,,,,False,Single Winner
794,1960,33,HONORARY AWARD,,,,"To Gary Cooper for his many memorable screen performances and the international recognition he, as an individual, has gained for the motion picture industry.",,,False,Single Winner
795,1960,33,JEAN HERSHOLT HUMANITARIAN AWARD,Sol Lesser,,,,,,False,Single Winner
796,1960,33,MUSIC (Music Score of a Dramatic or Comedy Picture),Ernest Gold,Exodus,,,,,False,Single Winner
797,1960,33,MUSIC (Scoring of a Musical Picture),"Morris Stoloff, Harry Sukman",Song without End (The Story of Franz Liszt),,,,,False,Single Winner
798,1960,33,MUSIC (Song),Music and Lyrics by Manos Hadjidakis,Never on Sunday,,,,,False,Single Winner
799,1960,33,SCIENTIFIC OR TECHNICAL AWARD (Class II),,,,"To AMPEX PROFESSIONAL PRODUCTS CO. for the production of a well-engineered multi-purpose sound system combining high standards of quality with convenience of control, dependable operation and simplified emergency provisions.",,,False,Single Winner
800,1960,33,SCIENTIFIC OR TECHNICAL AWARD (Class III),,,,"To ARTHUR HOLCOMB, PETRO VLAHOS and COLUMBIA STUDIO CAMERA DEPARTMENT for a camera flicker indicating device.",,,False,Single Winner
801,1960,33,SHORT SUBJECT (Cartoon),"William L. Snyder, Producer",Munro,,,,,False,Single Winner
802,1960,33,SHORT SUBJECT (Live Action),"Ezra R. Baker, Producer",Day of the Painter,,,,,False,Single Winner
803,1960,33,SOUND,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",The Alamo,,,,,False,Single Winner
804,1960,33,SPECIAL EFFECTS,"Visual Effects by Gene Warren, Tim Baar",The Time Machine,,,,,False,Single Winner
805,1960,33,WRITING (Screenplay--based on material from another medium),Richard Brooks,Elmer Gantry,,,,,False,Single Winner
806,1960,33,WRITING (Story and Screenplay--written directly for the screen),"Billy Wilder, I. A. L. Diamond",The Apartment,,,,,True,Single Winner
807,1961,34,ACTOR,Maximilian Schell,Judgment at Nuremberg,Hans Rolfe,,,,True,Single Winner
808,1961,34,ACTOR IN A SUPPORTING ROLE,George Chakiris,West Side Story,Bernardo,,,,True,Single Winner
809,1961,34,ACTRESS,Sophia Loren,Two Women,Cesira,,,,True,Single Winner
810,1961,34,ACTRESS IN A SUPPORTING ROLE,Rita Moreno,West Side Story,Anita,,,,True,Single Winner
811,1961,34,ART DIRECTION (Black-and-White),Art Direction:  Harry Horner;  Set Decoration:  Gene Callahan,The Hustler,,,,,True,Single Winner
812,1961,34,ART DIRECTION (Color),Art Direction:  Boris Leven;  Set Decoration:  Victor A. Gangelin,West Side Story,,,,,True,Single Winner
813,1961,34,BEST MOTION PICTURE,"Robert Wise, Producer",West Side Story,,,,,False,Single Winner
814,1961,34,CINEMATOGRAPHY (Black-and-White),Eugen Shuftan,The Hustler,,,,,False,Single Winner
815,1961,34,CINEMATOGRAPHY (Color),Daniel L. Fapp,West Side Story,,,,,False,Single Winner
816,1961,34,COSTUME DESIGN (Black-and-White),Piero Gherardi,La Dolce Vita,,,,,False,Single Winner
817,1961,34,COSTUME DESIGN (Color),Irene Sharaff,West Side Story,,,,,False,Single Winner
818,1961,34,DIRECTING,"Robert Wise, Jerome Robbins",West Side Story,,,,,True,Single Winner
819,1961,34,DOCUMENTARY (Feature),"Arthur Cohn and Rene Lafuite, Producers",Le Ciel et la Boue (Sky Above and Mud Beneath),,,,,False,Single Winner
820,1961,34,DOCUMENTARY (Short Subject),"Frank P. Bibas, Producer",Project Hope,,,,,False,Single Winner
821,1961,34,FILM EDITING,Thomas Stanford,West Side Story,,,,,False,Single Winner
822,1961,34,FOREIGN LANGUAGE FILM,Sweden,Through a Glass Darkly,,,,,False,Single Winner
823,1961,34,HONORARY AWARD,,,,"To William L. Hendricks for his outstanding patriotic service in the conception, writing and production of the Marine Corps film, A Force in Readiness, which has brought honor to the Academy and the motion picture industry.",,,False,Single Winner
824,1961,34,IRVING G. THALBERG MEMORIAL AWARD,Stanley Kramer,,,,,,False,Single Winner
825,1961,34,JEAN HERSHOLT HUMANITARIAN AWARD,George Seaton,,,,,,False,Single Winner
826,1961,34,MUSIC (Music Score of a Dramatic or Comedy Picture),Henry Mancini,Breakfast at Tiffany's,,,,,False,Single Winner
827,1961,34,MUSIC (Scoring of a Musical Picture),"Saul Chaplin, Johnny Green, Sid Ramin, Irwin Kostal",West Side Story,,,,,False,Single Winner
828,1961,34,MUSIC (Song),Music by Henry Mancini; Lyrics by Johnny Mercer,Breakfast at Tiffany's,,,,,False,Single Winner
829,1961,34,SCIENTIFIC OR TECHNICAL AWARD (Class II),,,,"To SYLVANIA ELECTRIC PRODUCTS, INC., for the development of a hand held high-power photographic lighting unit known as the Sun Gun Professional.",,,False,Single Winner
830,1961,34,SCIENTIFIC OR TECHNICAL AWARD (Class III),,,,"To HURLETRON, INC., ELECTRIC EYE EQUIPMENT DIVISION, for an automatic light changing system for motion picture printers.",,,False,Single Winner
831,1961,34,SHORT SUBJECT (Cartoon),Zagreb Film,Ersatz (The Substitute),,,,,False,Single Winner
832,1961,34,SHORT SUBJECT (Live Action),Templar Film Studios,Seawards the Great Ships,,,,,False,Single Winner
833,1961,34,SOUND,"Todd-AO Sound Department, Fred Hynes, Sound Director; and Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",West Side Story,,,,,False,Single Winner
834,1961,34,SPECIAL EFFECTS,Visual Effects by Bill Warrington; Audible Effects by Vivian C. Greenham,The Guns of Navarone,,,,,False,Single Winner
835,1961,34,WRITING (Screenplay--based on material from another medium),Abby Mann,Judgment at Nuremberg,,,,,False,Single Winner
836,1961,34,WRITING (Story and Screenplay--written directly for the screen),William Inge,Splendor in the Grass,,,,,True,Single Winner
837,1962,35,ACTOR,Gregory Peck,To Kill a Mockingbird,Atticus Finch,,,,True,Single Winner
838,1962,35,ACTOR IN A SUPPORTING ROLE,Ed Begley,Sweet Bird of Youth,Tom 'Boss' Finley,,,,True,Single Winner
839,1962,35,ACTRESS,Anne Bancroft,The Miracle Worker,Annie Sullivan,,,,True,Single Winner
840,1962,35,ACTRESS IN A SUPPORTING ROLE,Patty Duke,The Miracle Worker,Helen Keller,,,,True,Single Winner
841,1962,35,ART DIRECTION (Black-and-White),"Art Direction:  Alexander Golitzen, Henry Bumstead;  Set Decoration:  Oliver Emert",To Kill a Mockingbird,,,,,True,Single Winner
842,1962,35,ART DIRECTION (Color),"Art Direction:  John Box, John Stoll;  Set Decoration:  Dario Simoni",Lawrence of Arabia,,,,,True,Single Winner
843,1962,35,BEST PICTURE,"Sam Spiegel, Producer",Lawrence of Arabia,,,,,False,Single Winner
844,1962,35,CINEMATOGRAPHY (Black-and-White),"Jean Bourgoin, Walter Wottitz, (Henri Persin)",The Longest Day,,,,"Originally, the three names of Jean Bourgoin, Henri Persin and Walter Wottitz (as listed on the Official Screen Credits form) were announced as nominees for this film in this category.  The credits from the film listed four Directors of Photography (in the following order), Mr. Persin, Mr. Wottitz, Pierre Levent and Mr. Bourgoin.  The program for the Awards ceremony and even the official letter from Price Waterhouse with the results of the final voting for the awards listed the three names as winners in this category.  At some point, the name of Henri Persin was dropped from the nomination, as his name has been ""whited-out"" from the official wording for the nomination certificates, and the nominations and winners lists the Academy publishes do not include his name.   The Academy's records and files give no reason for this exclusion.",False,Single Winner
845,1962,35,CINEMATOGRAPHY (Color),Fred A. Young,Lawrence of Arabia,,,,,False,Single Winner
846,1962,35,COSTUME DESIGN (Black-and-White),Norma Koch,What Ever Happened to Baby Jane?,,,,,False,Single Winner
847,1962,35,COSTUME DESIGN (Color),Mary Wills,The Wonderful World of the Brothers Grimm,,,,,False,Single Winner
848,1962,35,DIRECTING,David Lean,Lawrence of Arabia,,,,,True,Single Winner
849,1962,35,DOCUMENTARY (Feature),"Louis Clyde Stoumen, Producer",Black Fox,,,,,False,Single Winner
850,1962,35,DOCUMENTARY (Short Subject),"Jack Howells, Producer",Dylan Thomas,,,,,False,Single Winner
851,1962,35,FILM EDITING,Anne Coates,Lawrence of Arabia,,,,,False,Single Winner
852,1962,35,FOREIGN LANGUAGE FILM,France,Sundays and Cybele,,,,,False,Single Winner
853,1962,35,JEAN HERSHOLT HUMANITARIAN AWARD,Steve Broidy,,,,,,False,Single Winner
